id,Id,Geography,Population,Unemployment Rate,Population Percent,Z Score,dM Score,P(D|M),P(M|D),Surprise,SignedSurprise
31085,0500000US31085,"Hayes County, Nebraska",967,0.042,3.13E-06,-1.375954952,-0.002435102,0.998057072,0.499028536,0.001400164,-0.001400164
31087,0500000US31087,"Hitchcock County, Nebraska",2908,0.066,9.42E-06,-0.650969907,-0.001997826,0.998405966,0.499202983,0.001148935,-0.001148935
31089,0500000US31089,"Holt County, Nebraska",10435,0.032,3.38E-05,-1.678032053,-0.009755424,0.992216422,0.496108211,0.005592757,-0.005592757
31091,0500000US31091,"Hooker County, Nebraska",736,0.04,2.38E-06,-1.436370372,-0.002217711,0.998230524,0.499115262,0.001275277,-0.001275277
31093,0500000US31093,"Howard County, Nebraska",6274,0.038,2.03E-05,-1.496785792,-0.006747324,0.994616455,0.497308228,0.003872935,-0.003872935
31095,0500000US31095,"Jefferson County, Nebraska",7547,0.046,2.44E-05,-1.255124111,-0.006205453,0.995048797,0.497524398,0.003562682,-0.003562682
31097,0500000US31097,"Johnson County, Nebraska",5217,0.039,1.69E-05,-1.466578082,-0.006028583,0.995189916,0.497594958,0.003461384,-0.003461384
31099,0500000US31099,"Kearney County, Nebraska",6489,0.038,2.10E-05,-1.496785792,-0.00686196,0.994524991,0.497262495,0.003938553,-0.003938553
31101,0500000US31101,"Keith County, Nebraska",8368,0.039,2.71E-05,-1.466578082,-0.007635117,0.993908117,0.496954059,0.004380952,-0.004380952
31103,0500000US31103,"Keya Paha County, Nebraska",824,0.044,2.67E-06,-1.315539531,-0.002149152,0.998285226,0.499142613,0.001235887,-0.001235887
31105,0500000US31105,"Kimball County, Nebraska",3821,0.043,1.24E-05,-1.345747241,-0.004734255,0.996222625,0.498111312,0.002719647,-0.002719647
31107,0500000US31107,"Knox County, Nebraska",8701,0.036,2.82E-05,-1.557201213,-0.008266639,0.993404251,0.496702126,0.004742102,-0.004742102
31109,0500000US31109,"Lancaster County, Nebraska",285407,0.042,0.000924409,-1.375954952,-0.041834654,0.966630509,0.483315255,0.023664838,-0.023664838
31111,0500000US31111,"Lincoln County, Nebraska",36288,0.04,0.000117534,-1.436370372,-0.015572115,0.987575752,0.493787876,0.008906294,-0.008906294
31113,0500000US31113,"Logan County, Nebraska",763,0.043,2.47E-06,-1.345747241,-0.00211556,0.998312028,0.499156014,0.001216586,-0.001216586
31115,0500000US31115,"Loup County, Nebraska",632,0.032,2.05E-06,-1.678032053,-0.002400814,0.99808443,0.499042215,0.001380468,-0.001380468
31117,0500000US31117,"McPherson County, Nebraska",539,0.04,1.75E-06,-1.436370372,-0.001897844,0.998485741,0.49924287,0.00109148,-0.00109148
31119,0500000US31119,"Madison County, Nebraska",34876,0.042,0.00011296,-1.375954952,-0.014624035,0.988332124,0.494166062,0.008367299,-0.008367299
31121,0500000US31121,"Merrick County, Nebraska",7845,0.04,2.54E-05,-1.436370372,-0.0072404,0.994223047,0.497111523,0.004155131,-0.004155131
31123,0500000US31123,"Morrill County, Nebraska",5042,0.041,1.63E-05,-1.406162662,-0.005682463,0.995466075,0.497733037,0.00326311,-0.00326311
31125,0500000US31125,"Nance County, Nebraska",3735,0.036,1.21E-05,-1.557201213,-0.005416138,0.995678569,0.497839284,0.003110509,-0.003110509
31127,0500000US31127,"Nemaha County, Nebraska",7248,0.054,2.35E-05,-1.013462429,-0.004910395,0.996082088,0.498041044,0.002820633,-0.002820633
31129,0500000US31129,"Nuckolls County, Nebraska",4500,0.047,1.46E-05,-1.224916401,-0.004676408,0.99626878,0.49813439,0.002686479,-0.002686479
31131,0500000US31131,"Otoe County, Nebraska",15740,0.05,5.10E-05,-1.13429327,-0.008098925,0.993538063,0.496769032,0.004646209,-0.004646209
31133,0500000US31133,"Pawnee County, Nebraska",2773,0.041,8.98E-06,-1.406162662,-0.004214152,0.996637603,0.498318802,0.002421374,-0.002421374
31135,0500000US31135,"Perkins County, Nebraska",2970,0.031,9.62E-06,-1.708239764,-0.00529818,0.995772684,0.497886342,0.00304291,-0.00304291
31137,0500000US31137,"Phelps County, Nebraska",9188,0.038,2.98E-05,-1.496785792,-0.008165256,0.993485141,0.49674257,0.004684136,-0.004684136
31139,0500000US31139,"Pierce County, Nebraska",7266,0.036,2.35E-05,-1.557201213,-0.007554263,0.993972628,0.496986314,0.004334701,-0.004334701
31141,0500000US31141,"Platte County, Nebraska",32237,0.044,0.000104413,-1.315539531,-0.013442525,0.989274739,0.49463737,0.007695002,-0.007695002
31143,0500000US31143,"Polk County, Nebraska",5406,0.042,1.75E-05,-1.375954952,-0.005757605,0.995406121,0.49770306,0.00330616,-0.00330616
31145,0500000US31145,"Red Willow County, Nebraska",11055,0.042,3.58E-05,-1.375954952,-0.008233476,0.993430711,0.496715355,0.004723141,-0.004723141
31147,0500000US31147,"Richardson County, Nebraska",8363,0.057,2.71E-05,-0.922839299,-0.004802936,0.996167826,0.498083913,0.002759025,-0.002759025
31149,0500000US31149,"Rock County, Nebraska",1526,0.031,4.94E-06,-1.708239764,-0.003797745,0.996969846,0.498484923,0.002182479,-0.002182479
31151,0500000US31151,"Saline County, Nebraska",14200,0.04,4.60E-05,-1.436370372,-0.009741151,0.992227809,0.496113905,0.005584607,-0.005584607
31153,0500000US31153,"Sarpy County, Nebraska",158840,0.047,0.000514469,-1.224916401,-0.027783442,0.977834872,0.488917436,0.015810239,-0.015810239
31155,0500000US31155,"Saunders County, Nebraska",20780,0.045,6.73E-05,-1.285331821,-0.010544784,0.991586636,0.495793318,0.006043357,-0.006043357
31157,0500000US31157,"Scotts Bluff County, Nebraska",36970,0.048,0.000119743,-1.19470869,-0.013073335,0.989569285,0.494784642,0.007484792,-0.007484792
31159,0500000US31159,"Seward County, Nebraska",16750,0.037,5.43E-05,-1.526993502,-0.011247196,0.991026225,0.495513113,0.006444078,-0.006444078
31161,0500000US31161,"Sheridan County, Nebraska",5469,0.035,1.77E-05,-1.587408923,-0.006681015,0.994669361,0.497334681,0.003834976,-0.003834976
31163,0500000US31163,"Sherman County, Nebraska",3152,0.03,1.02E-05,-1.738447474,-0.00555462,0.995568077,0.497784039,0.003189862,-0.003189862
31165,0500000US31165,"Sioux County, Nebraska",1311,0.038,4.25E-06,-1.496785792,-0.003084329,0.997539066,0.498769533,0.001773003,-0.001773003
31167,0500000US31167,"Stanton County, Nebraska",6129,0.036,1.99E-05,-1.557201213,-0.006938078,0.994464259,0.497232129,0.00398212,-0.00398212
31169,0500000US31169,"Thayer County, Nebraska",5228,0.043,1.69E-05,-1.345747241,-0.005537719,0.995581562,0.497790781,0.003180178,-0.003180178
31171,0500000US31171,"Thomas County, Nebraska",647,0.038,2.10E-06,-1.496785792,-0.002166763,0.998271174,0.499135587,0.001246005,-0.001246005
31173,0500000US31173,"Thurston County, Nebraska",6940,0.138,2.25E-05,1.523985226,0.007225371,0.994235038,0.497117519,0.004146531,0.004146531
31175,0500000US31175,"Valley County, Nebraska",4260,0.029,1.38E-05,-1.768655184,-0.006569732,0.99475815,0.497379075,0.003771268,-0.003771268
31177,0500000US31177,"Washington County, Nebraska",20234,0.041,6.55E-05,-1.406162662,-0.011383507,0.990917471,0.495458736,0.006521816,-0.006521816
31179,0500000US31179,"Wayne County, Nebraska",9595,0.038,3.11E-05,-1.496785792,-0.008344144,0.993342413,0.496671207,0.004786412,-0.004786412
31181,0500000US31181,"Webster County, Nebraska",3812,0.042,1.23E-05,-1.375954952,-0.00483482,0.996142387,0.498071193,0.002777306,-0.002777306
31183,0500000US31183,"Wheeler County, Nebraska",818,0.032,2.65E-06,-1.678032053,-0.002731345,0.997820705,0.498910352,0.001570315,-0.001570315
31185,0500000US31185,"York County, Nebraska",13665,0.057,4.43E-05,-0.922839299,-0.006139465,0.995101446,0.497550723,0.003524891,-0.003524891
32001,0500000US32001,"Churchill County, Nevada",24877,0.099,8.06E-05,0.345884529,0.003104773,0.997522754,0.498761377,0.00178474,0.00178474
32003,0500000US32003,"Clark County, Nevada",1951269,0.139,0.006319991,1.554192936,0.123555806,0.901666986,0.450833493,0.067324496,0.067324496
32005,0500000US32005,"Douglas County, Nevada",46997,0.126,0.000152219,1.161492704,0.014330166,0.988566573,0.494283287,0.008200145,0.008200145
32007,0500000US32007,"Elko County, Nevada",48818,0.068,0.000158117,-0.590554487,-0.007425909,0.994075036,0.497037518,0.004261271,-0.004261271
32009,0500000US32009,"Esmeralda County, Nevada",783,0.083,2.54E-06,-0.137438834,-0.000218872,0.999825365,0.499912683,0.000125961,-0.000125961
32011,0500000US32011,"Eureka County, Nevada",1987,0.093,6.44E-06,0.164638268,0.000417666,0.999666751,0.499833375,0.000240349,0.000240349
32013,0500000US32013,"Humboldt County, Nevada",16528,0.086,5.35E-05,-0.046815704,-0.000342532,0.999726699,0.499863349,0.000197118,-0.000197118
32015,0500000US32015,"Lander County, Nevada",5775,0.072,1.87E-05,-0.469723646,-0.002031506,0.998379094,0.499189547,0.001168288,-0.001168288
32017,0500000US32017,"Lincoln County, Nevada",5345,0.094,1.73E-05,0.194845978,0.000810709,0.999353148,0.499676574,0.000466454,0.000466454
32019,0500000US32019,"Lyon County, Nevada",51980,0.163,0.000168359,2.27917798,0.029573044,0.976407563,0.488203782,0.016815996,0.016815996
32021,0500000US32021,"Mineral County, Nevada",4772,0.105,1.55E-05,0.52713079,0.002072375,0.998346486,0.499173243,0.001191772,0.001191772
32023,0500000US32023,"Nye County, Nevada",43946,0.161,0.000142337,2.21876256,0.026470989,0.978881673,0.489440837,0.015071654,0.015071654
32027,0500000US32027,"Pershing County, Nevada",6753,0.106,2.19E-05,0.5573385,0.002606556,0.997920271,0.498960136,0.001498646,0.001498646
32029,0500000US32029,"Storey County, Nevada",4010,0.148,1.30E-05,1.826062328,0.006580933,0.994749213,0.497374607,0.00377768,0.00377768
32031,0500000US32031,"Washoe County, Nevada",421407,0.131,0.001364901,1.312531255,0.048490893,0.961325022,0.480662511,0.027351528,0.027351528
32033,0500000US32033,"White Pine County, Nevada",10030,0.084,3.25E-05,-0.107231124,-0.000611183,0.999512347,0.499756173,0.000351682,-0.000351682
32510,0500000US32510,"Carson City, Nevada",55274,0.128,0.000179028,1.221908124,0.016349281,0.986955742,0.493477871,0.009347805,0.009347805
33001,0500000US33001,"Belknap County, New Hampshire",60088,0.07,0.00019462,-0.530139066,-0.007395769,0.994099084,0.497049542,0.004244027,-0.004244027
33003,0500000US33003,"Carroll County, New Hampshire",47818,0.054,0.000154878,-1.013462429,-0.012612553,0.989936905,0.494968453,0.007222341,-0.007222341
33005,0500000US33005,"Cheshire County, New Hampshire",77117,0.065,0.000249775,-0.681177617,-0.010765522,0.991410522,0.495705261,0.006169312,-0.006169312
33007,0500000US33007,"Coos County, New Hampshire",33055,0.078,0.000107062,-0.288477385,-0.002984902,0.997618397,0.498809198,0.001715916,-0.001715916
33009,0500000US33009,"Grafton County, New Hampshire",89118,0.056,0.000288645,-0.953047009,-0.016191858,0.987081331,0.493540665,0.009258396,-0.009258396
33011,0500000US33011,"Hillsborough County, New Hampshire",400721,0.075,0.001297901,-0.379100516,-0.013657622,0.989103133,0.494551567,0.007817444,-0.007817444
33013,0500000US33013,"Merrimack County, New Hampshire",146445,0.063,0.000474323,-0.741593038,-0.016151117,0.987113833,0.493556917,0.009235255,-0.009235255
33015,0500000US33015,"Rockingham County, New Hampshire",295223,0.075,0.000956202,-0.379100516,-0.01172274,0.990646821,0.495323411,0.006715241,-0.006715241
33017,0500000US33017,"Strafford County, New Hampshire",123143,0.066,0.000398849,-0.650969907,-0.013000661,0.989627266,0.494813633,0.007443405,-0.007443405
33019,0500000US33019,"Sullivan County, New Hampshire",43742,0.065,0.000141677,-0.681177617,-0.008107918,0.993530888,0.496765444,0.004651351,-0.004651351
34001,0500000US34001,"Atlantic County, New Jersey",274549,0.122,0.00088924,1.040661863,0.031032676,0.975243481,0.48762174,0.017635155,0.017635155
34003,0500000US34003,"Bergen County, New Jersey",905116,0.084,0.002931592,-0.107231124,-0.005805941,0.995367555,0.497683778,0.003333851,-0.003333851
34005,0500000US34005,"Burlington County, New Jersey",448734,0.091,0.00145341,0.104222847,0.003973352,0.996829732,0.498414866,0.002283236,0.002283236
34007,0500000US34007,"Camden County, New Jersey",513657,0.109,0.00166369,0.647961631,0.026429293,0.97891493,0.489457465,0.015048176,0.015048176
34009,0500000US34009,"Cape May County, New Jersey",97265,0.085,0.000315033,-0.077023414,-0.001367101,0.998909211,0.499454606,0.000786408,-0.000786408
34011,0500000US34011,"Cumberland County, New Jersey",156898,0.126,0.000508179,1.161492704,0.026183328,0.979111114,0.489555557,0.014909661,0.014909661
34013,0500000US34013,"Essex County, New Jersey",783969,0.111,0.002539208,0.708377051,0.035695509,0.971525151,0.485762576,0.020245005,0.020245005
34015,0500000US34015,"Gloucester County, New Jersey",288288,0.1,0.00093374,0.376092239,0.011492309,0.990830666,0.495415333,0.006583859,0.006583859
34017,0500000US34017,"Hudson County, New Jersey",634266,0.116,0.002054333,0.859415602,0.038952793,0.968928026,0.484464013,0.022061809,0.022061809
34019,0500000US34019,"Hunterdon County, New Jersey",128349,0.069,0.000415711,-0.560346777,-0.01142491,0.990884439,0.49544222,0.006545426,-0.006545426
34021,0500000US34021,"Mercer County, New Jersey",366513,0.081,0.001187104,-0.197854254,-0.006816944,0.994560908,0.497280454,0.003912786,-0.003912786
34023,0500000US34023,"Middlesex County, New Jersey",809858,0.092,0.00262306,0.134430558,0.006884971,0.994506632,0.497253316,0.003951724,0.003951724
34025,0500000US34025,"Monmouth County, New Jersey",630380,0.087,0.002041746,-0.016607993,-0.000750444,0.999401233,0.499700616,0.00043179,-0.00043179
34027,0500000US34027,"Morris County, New Jersey",492276,0.076,0.001594439,-0.348892805,-0.01393144,0.988884679,0.494442339,0.007973282,-0.007973282
34029,0500000US34029,"Ocean County, New Jersey",576567,0.096,0.00186745,0.255261398,0.011030868,0.991198819,0.49559941,0.00632069,0.00632069
34031,0500000US34031,"Passaic County, New Jersey",501226,0.117,0.001623428,0.889623312,0.035844506,0.971406345,0.485703172,0.020328225,0.020328225
34033,0500000US34033,"Salem County, New Jersey",66083,0.101,0.000214037,0.406299949,0.005944171,0.995257266,0.497628633,0.003413034,0.003413034
34035,0500000US34035,"Somerset County, New Jersey",323444,0.079,0.001047607,-0.258269675,-0.008359352,0.99333028,0.49666514,0.004795106,-0.004795106
34037,0500000US34037,"Sussex County, New Jersey",149265,0.085,0.000483456,-0.077023414,-0.001693563,0.998648733,0.499324366,0.000974074,-0.000974074
34039,0500000US34039,"Union County, New Jersey",536499,0.098,0.001737674,0.315676819,0.013159119,0.989500845,0.494750423,0.007533641,0.007533641
34041,0500000US34041,"Warren County, New Jersey",108692,0.088,0.000352044,0.013599717,0.000255169,0.999796404,0.499898202,0.000146848,0.000146848
35001,0500000US35001,"Bernalillo County, New Mexico",662564,0.075,0.002145987,-0.379100516,-0.017561756,0.985988466,0.492994233,0.010036044,-0.010036044
35003,0500000US35003,"Catron County, New Mexico",3725,0.081,1.21E-05,-0.197854254,-0.00068724,0.999451662,0.499725831,0.000395434,-0.000395434
35005,0500000US35005,"Chaves County, New Mexico",65645,0.068,0.000212618,-0.590554487,-0.008611136,0.993129392,0.496564696,0.004939031,-0.004939031
35006,0500000US35006,"Cibola County, New Mexico",27213,0.063,8.81E-05,-0.741593038,-0.006962312,0.994444923,0.497222462,0.00399599,-0.00399599
35007,0500000US35007,"Colfax County, New Mexico",13750,0.08,4.45E-05,-0.228061965,-0.001521962,0.99878565,0.499392825,0.000875436,-0.000875436
35009,0500000US35009,"Curry County, New Mexico",48376,0.044,0.000156686,-1.315539531,-0.016467154,0.986861706,0.493430853,0.009414744,-0.009414744
35011,0500000US35011,"De Baca County, New Mexico",2022,0.043,6.55E-06,-1.345747241,-0.003443925,0.997252151,0.498626075,0.001979429,-0.001979429
35013,0500000US35013,"Do´è_a Ana County, New Mexico",209233,0.069,0.000677688,-0.560346777,-0.014587189,0.988361519,0.49418076,0.008346344,-0.008346344
35015,0500000US35015,"Eddy County, New Mexico",53829,0.06,0.000174347,-0.832216168,-0.01098864,0.99123251,0.495616255,0.006296601,-0.006296601
35017,0500000US35017,"Grant County, New Mexico",29514,0.123,9.56E-05,1.070869573,0.010470087,0.991646232,0.495823116,0.00600073,0.00600073
35019,0500000US35019,"Guadalupe County, New Mexico",4687,0.075,1.52E-05,-0.379100516,-0.001477071,0.998821468,0.499410734,0.00084963,-0.00084963
35021,0500000US35021,"Harding County, New Mexico",695,0.045,2.25E-06,-1.285331821,-0.001928445,0.998461324,0.499230662,0.001109066,-0.001109066
35023,0500000US35023,"Hidalgo County, New Mexico",4894,0.076,1.59E-05,-0.348892805,-0.001389068,0.998891684,0.499445842,0.000799038,-0.000799038
35025,0500000US35025,"Lea County, New Mexico",64727,0.083,0.000209645,-0.137438834,-0.001989994,0.998412215,0.499206108,0.001144435,-0.001144435
35027,0500000US35027,"Lincoln County, New Mexico",20497,0.051,6.64E-05,-1.10408556,-0.00899596,0.992822359,0.496411179,0.005158948,-0.005158948
35028,0500000US35028,"Los Alamos County, New Mexico",17950,0.029,5.81E-05,-1.768655184,-0.013485748,0.989240256,0.494620128,0.007719608,-0.007719608
35029,0500000US35029,"Luna County, New Mexico",25095,0.134,8.13E-05,1.403154385,0.012650238,0.989906839,0.49495342,0.00724381,0.00724381
35031,0500000US35031,"McKinley County, New Mexico",71492,0.086,0.000231556,-0.046815704,-0.000712393,0.999431592,0.499715796,0.000409903,-0.000409903
35033,0500000US35033,"Mora County, New Mexico",4881,0.131,1.58E-05,1.312531255,0.005218717,0.995836086,0.497918043,0.002997367,0.002997367
35035,0500000US35035,"Otero County, New Mexico",63797,0.068,0.000206633,-0.590554487,-0.008489063,0.993226789,0.496613395,0.004869255,-0.004869255
35037,0500000US35037,"Quay County, New Mexico",9041,0.059,2.93E-05,-0.862423878,-0.004666902,0.996276365,0.498138182,0.002681028,-0.002681028
35039,0500000US35039,"Rio Arriba County, New Mexico",40246,0.072,0.000130353,-0.469723646,-0.005362946,0.995721009,0.497860504,0.003080027,-0.003080027
35041,0500000US35041,"Roosevelt County, New Mexico",19846,0.044,6.43E-05,-1.315539531,-0.01054727,0.991584652,0.495792326,0.006044776,-0.006044776
35043,0500000US35043,"Sandoval County, New Mexico",131561,0.09,0.000426115,0.074015137,0.001527861,0.998780944,0.499390472,0.000878827,0.000878827
35045,0500000US35045,"San Juan County, New Mexico",130044,0.083,0.000421201,-0.137438834,-0.002820683,0.997749424,0.498874712,0.001621619,-0.001621619
35047,0500000US35047,"San Miguel County, New Mexico",29393,0.078,9.52E-05,-0.288477385,-0.002814708,0.997754191,0.498877095,0.001618188,-0.001618188
35049,0500000US35049,"Santa Fe County, New Mexico",144170,0.065,0.000466954,-0.681177617,-0.01471965,0.988255843,0.494127921,0.008421677,-0.008421677
35051,0500000US35051,"Sierra County, New Mexico",11988,0.048,3.88E-05,-1.19470869,-0.007444492,0.99406021,0.497030105,0.004271903,-0.004271903
35053,0500000US35053,"Socorro County, New Mexico",17866,0.05,5.79E-05,-1.13429327,-0.008628567,0.993115485,0.496557743,0.004948994,-0.004948994
35055,0500000US35055,"Taos County, New Mexico",32937,0.087,0.00010668,-0.016607993,-0.000171537,0.999863133,0.499931566,9.87E-05,-9.87E-05
35057,0500000US35057,"Torrance County, New Mexico",16383,0.088,5.31E-05,0.013599717,9.91E-05,0.999920956,0.499960478,5.70E-05,5.70E-05
35059,0500000US35059,"Union County, New Mexico",4549,0.055,1.47E-05,-0.983254719,-0.003774189,0.99698864,0.49849432,0.002168963,-0.002168963
35061,0500000US35061,"Valencia County, New Mexico",76569,0.085,0.000248,-0.077023414,-0.001212967,0.999032193,0.499516096,0.000697787,-0.000697787
36001,0500000US36001,"Albany County, New York",304204,0.071,0.00098529,-0.499931356,-0.015692513,0.9874797,0.49373985,0.008974711,-0.008974711
36003,0500000US36003,"Allegany County, New York",48946,0.079,0.000158532,-0.258269675,-0.003251859,0.997405397,0.498702698,0.001869181,-0.001869181
36005,0500000US36005,"Bronx County, New York",1385108,0.133,0.004486245,1.372946675,0.091959191,0.926730463,0.463365231,0.050867447,0.050867447
36007,0500000US36007,"Broome County, New York",200600,0.085,0.000649726,-0.077023414,-0.001963305,0.99843351,0.499216755,0.001129098,-0.001129098
36009,0500000US36009,"Cattaraugus County, New York",80317,0.085,0.00026014,-0.077023414,-0.001242299,0.999008789,0.499504395,0.000714653,-0.000714653
36011,0500000US36011,"Cayuga County, New York",80026,0.08,0.000259197,-0.228061965,-0.003671707,0.997070408,0.498535204,0.002110155,-0.002110155
36013,0500000US36013,"Chautauqua County, New York",134905,0.078,0.000436946,-0.288477385,-0.006030113,0.995188695,0.497594348,0.00346226,-0.00346226
36015,0500000US36015,"Chemung County, New York",88830,0.089,0.000287713,0.043807427,0.000743066,0.999407119,0.49970356,0.000427546,0.000427546
36017,0500000US36017,"Chenango County, New York",50477,0.087,0.000163491,-0.016607993,-0.000212356,0.999830565,0.499915282,0.000122211,-0.000122211
36019,0500000US36019,"Clinton County, New York",82128,0.09,0.000266005,0.074015137,0.001207163,0.999036824,0.499518412,0.00069445,0.00069445
36021,0500000US36021,"Columbia County, New York",63096,0.077,0.000204362,-0.318685095,-0.004555776,0.99636503,0.498182515,0.002617306,-0.002617306
36023,0500000US36023,"Cortland County, New York",49336,0.085,0.000159795,-0.077023414,-0.000973653,0.999223137,0.499611569,0.00056017,-0.00056017
36025,0500000US36025,"Delaware County, New York",47980,0.084,0.000155403,-0.107231124,-0.001336751,0.998933427,0.499466714,0.000768959,-0.000768959
36027,0500000US36027,"Dutchess County, New York",297488,0.082,0.000963538,-0.167646544,-0.005203901,0.995847907,0.497923953,0.002988876,-0.002988876
36029,0500000US36029,"Erie County, New York",919040,0.083,0.002976691,-0.137438834,-0.007498533,0.994017092,0.497008546,0.00430282,-0.00430282
36031,0500000US36031,"Essex County, New York",39370,0.078,0.000127516,-0.288477385,-0.003257573,0.997400838,0.498700419,0.001872461,-0.001872461
36033,0500000US36033,"Franklin County, New York",51599,0.078,0.000167125,-0.288477385,-0.003729341,0.997024423,0.498512212,0.002143228,-0.002143228
36035,0500000US36035,"Fulton County, New York",55531,0.091,0.00017986,0.104222847,0.001397753,0.998884755,0.499442378,0.00080403,0.00080403
36037,0500000US36037,"Genesee County, New York",60079,0.072,0.000194591,-0.469723646,-0.006552446,0.994771942,0.497385971,0.003761371,-0.003761371
36039,0500000US36039,"Greene County, New York",49221,0.084,0.000159423,-0.107231124,-0.001353928,0.998919722,0.499459861,0.000778835,-0.000778835
36041,0500000US36041,"Hamilton County, New York",4836,0.056,1.57E-05,-0.953047009,-0.003771874,0.996990487,0.498495244,0.002167634,-0.002167634
36043,0500000US36043,"Herkimer County, New York",64519,0.076,0.000208971,-0.348892805,-0.00504354,0.995975854,0.497987927,0.002896959,-0.002896959
36045,0500000US36045,"Jefferson County, New York",116229,0.078,0.000376456,-0.288477385,-0.005597172,0.995534126,0.497767063,0.003214243,-0.003214243
36047,0500000US36047,"Kings County, New York",2504700,0.11,0.008112506,0.678169341,0.06108234,0.951293634,0.475646817,0.034264347,0.034264347
36049,0500000US36049,"Lewis County, New York",27087,0.076,8.77E-05,-0.348892805,-0.003267925,0.997392577,0.498696289,0.001878404,-0.001878404
36051,0500000US36051,"Livingston County, New York",65393,0.075,0.000211802,-0.379100516,-0.005517212,0.995597924,0.497798962,0.003168427,-0.003168427
36053,0500000US36053,"Madison County, New York",73442,0.074,0.000237872,-0.409308226,-0.006312805,0.994963144,0.497481572,0.003624158,-0.003624158
36055,0500000US36055,"Monroe County, New York",744344,0.083,0.002410866,-0.137438834,-0.006748325,0.994615657,0.497307828,0.003873507,-0.003873507
36057,0500000US36057,"Montgomery County, New York",50219,0.088,0.000162655,0.013599717,0.000173446,0.99986161,0.499930805,9.98E-05,9.98E-05
36059,0500000US36059,"Nassau County, New York",1339532,0.072,0.004338628,-0.469723646,-0.03093988,0.975317486,0.487658743,0.017583108,-0.017583108
36061,0500000US36061,"New York County, New York",1585873,0.092,0.005136505,0.134430558,0.009634559,0.992312853,0.496156426,0.005523737,0.005523737
36063,0500000US36063,"Niagara County, New York",216469,0.088,0.000701124,0.013599717,0.000360104,0.999712679,0.499856339,0.000207229,0.000207229
36065,0500000US36065,"Oneida County, New York",234878,0.073,0.000760749,-0.439515936,-0.012122591,0.990327809,0.495163904,0.00694316,-0.00694316
36067,0500000US36067,"Onondaga County, New York",467026,0.079,0.001512657,-0.258269675,-0.010044853,0.991985501,0.495992751,0.00575801,-0.00575801
36069,0500000US36069,"Ontario County, New York",107931,0.067,0.000349579,-0.620762197,-0.011606413,0.99073963,0.495369815,0.006648919,-0.006648919
36071,0500000US36071,"Orange County, New York",372813,0.082,0.001207509,-0.167646544,-0.005825588,0.995351879,0.49767594,0.003345106,-0.003345106
36073,0500000US36073,"Orleans County, New York",42883,0.082,0.000138894,-0.167646544,-0.001975772,0.998423563,0.499211781,0.001136262,-0.001136262
36075,0500000US36075,"Oswego County, New York",122109,0.093,0.0003955,0.164638268,0.003274193,0.997387577,0.498693788,0.001882001,0.001882001
36077,0500000US36077,"Otsego County, New York",62259,0.068,0.000201651,-0.590554487,-0.008386113,0.993308929,0.496654464,0.004810404,-0.004810404
36079,0500000US36079,"Putnam County, New York",99710,0.07,0.000322952,-0.530139066,-0.009527058,0.992398622,0.496199311,0.005462342,-0.005462342
36081,0500000US36081,"Queens County, New York",2230722,0.091,0.007225115,0.104222847,0.008859012,0.992931623,0.496465812,0.005080694,0.005080694
36083,0500000US36083,"Rensselaer County, New York",159429,0.077,0.000516377,-0.318685095,-0.007241776,0.994221949,0.497110975,0.004155918,-0.004155918
36085,0500000US36085,"Richmond County, New York",468730,0.089,0.001518176,0.043807427,0.001706903,0.998638089,0.499319045,0.000981742,0.000981742
36087,0500000US36087,"Rockland County, New York",311687,0.074,0.001009527,-0.409308226,-0.013004974,0.989623825,0.494811912,0.007445861,-0.007445861
36089,0500000US36089,"St. Lawrence County, New York",111944,0.089,0.000362577,0.043807427,0.000834157,0.999334439,0.49966722,0.000479941,0.000479941
36091,0500000US36091,"Saratoga County, New York",219607,0.064,0.000711288,-0.711385328,-0.018972635,0.984862936,0.492431468,0.010836022,-0.010836022
36093,0500000US36093,"Schenectady County, New York",154727,0.078,0.000501147,-0.288477385,-0.006457947,0.99484734,0.49742367,0.003707266,-0.003707266
36095,0500000US36095,"Schoharie County, New York",32749,0.076,0.000106071,-0.348892805,-0.003593277,0.997132986,0.498566493,0.002065146,-0.002065146
36097,0500000US36097,"Schuyler County, New York",18343,0.074,5.94E-05,-0.409308226,-0.003154898,0.99748276,0.49874138,0.001813518,-0.001813518
36099,0500000US36099,"Seneca County, New York",35251,0.073,0.000114175,-0.439515936,-0.004696345,0.996252873,0.498126436,0.002697911,-0.002697911
36101,0500000US36101,"Steuben County, New York",98990,0.095,0.00032062,0.225053688,0.004029781,0.996784709,0.498392354,0.00231561,0.00231561
36103,0500000US36103,"Suffolk County, New York",1493350,0.075,0.004836831,-0.379100516,-0.026365428,0.978965869,0.489482934,0.015012213,-0.015012213
36105,0500000US36105,"Sullivan County, New York",77547,0.086,0.000251168,-0.046815704,-0.000741948,0.999408011,0.499704005,0.000426903,-0.000426903
36107,0500000US36107,"Tioga County, New York",51125,0.079,0.000165589,-0.258269675,-0.003323454,0.997348272,0.498674136,0.001910279,-0.001910279
36109,0500000US36109,"Tompkins County, New York",101564,0.056,0.000328957,-0.953047009,-0.017285577,0.986208792,0.493104396,0.009879337,-0.009879337
36111,0500000US36111,"Ulster County, New York",182493,0.081,0.000591079,-0.197854254,-0.004810256,0.996161986,0.498080993,0.002763222,-0.002763222
